nombre_sec,total_delitos_primera,total_delitos_segunda,variacion_porcentual,eficiencia
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
BUENAVISTA,57,47,-17.54,0.17543859649122806
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
GRANJAS,47,39,-17.02,0.1702127659574468
